title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature,source
Savior,Kendrick Lamar ,5G4uLkFKdEZLcuNyeomQmE,0.618,0.43,5,-9.38,0,0.216,0.807,0.0,0.189,0.826,117.125,spotify:track:5G4uLkFKdEZLcuNyeomQmE,https://api.spotify.com/v1/tracks/5G4uLkFKdEZLcuNyeomQmE,https://api.spotify.com/v1/audio-analysis/5G4uLkFKdEZLcuNyeomQmE,152986,4,N
Money On My Mind,Sam Smith ,42B0BxAvZEqfrUIoP9HSJe,0.647,0.849,2,-5.294,1,0.163,0.2,0.000216,0.244,0.709,133.646,spotify:track:42B0BxAvZEqfrUIoP9HSJe,https://api.spotify.com/v1/tracks/42B0BxAvZEqfrUIoP9HSJe,https://api.spotify.com/v1/audio-analysis/42B0BxAvZEqfrUIoP9HSJe,192670,4,N
Out The Mud,Lil Baby ,6IyoLWzljeR3ldQo4KWHT6,0.767,0.628,4,-7.41,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,spotify:track:6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/tracks/6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/audio-analysis/6IyoLWzljeR3ldQo4KWHT6,150242,4,N
Race My Mind,Drake ,5pyVbYnaNzuy5PJjpwY52z,0.644,0.458,1,-11.695,1,0.397,0.736,0.0,0.175,0.577,121.681,spotify:track:5pyVbYnaNzuy5PJjpwY52z,https://api.spotify.com/v1/tracks/5pyVbYnaNzuy5PJjpwY52z,https://api.spotify.com/v1/audio-analysis/5pyVbYnaNzuy5PJjpwY52z,191635,4,N
Tone it Down,Gucci Mane ,0iTCmKvuU1ReULiQB0rI7n,0.764,0.646,8,-5.375,1,0.0711,0.158,1.37e-06,0.0889,0.612,130.927,spotify:track:0iTCmKvuU1ReULiQB0rI7n,https://api.spotify.com/v1/tracks/0iTCmKvuU1ReULiQB0rI7n,https://api.spotify.com/v1/audio-analysis/0iTCmKvuU1ReULiQB0rI7n,221052,4,N
Familiar,Liam Payne ,0Y4hwUppbGc8aIBmiTz30A,0.636,0.805,9,-4.594,1,0.327,0.0161,0.0,0.0793,0.908,92.958,spotify:track:0Y4hwUppbGc8aIBmiTz30A,https://api.spotify.com/v1/tracks/0Y4hwUppbGc8aIBmiTz30A,https://api.spotify.com/v1/audio-analysis/0Y4hwUppbGc8aIBmiTz30A,196552,4,N
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk ,5XNm6WTJxKtcaug3lc8KJF,0.585,0.774,7,-6.694,1,0.184,0.00199,0.00019,0.706,0.758,179.952,spotify:track:5XNm6WTJxKtcaug3lc8KJF,https://api.spotify.com/v1/tracks/5XNm6WTJxKtcaug3lc8KJF,https://api.spotify.com/v1/audio-analysis/5XNm6WTJxKtcaug3lc8KJF,222667,4,N
Twerk,City Girls ,2Ty7EDf9XLYzEUqEIwJfDC,0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-05,0.192,0.076,126.917,spotify:track:2Ty7EDf9XLYzEUqEIwJfDC,https://api.spotify.com/v1/tracks/2Ty7EDf9XLYzEUqEIwJfDC,https://api.spotify.com/v1/audio-analysis/2Ty7EDf9XLYzEUqEIwJfDC,138542,4,N
Treacherous Twins,Drake ,4sxtvexUDE46sltJJPCWXv,0.403,0.0828,2,-22.765,1,0.0519,0.993,0.942,0.109,0.102,182.368,spotify:track:4sxtvexUDE46sltJJPCWXv,https://api.spotify.com/v1/tracks/4sxtvexUDE46sltJJPCWXv,https://api.spotify.com/v1/audio-analysis/4sxtvexUDE46sltJJPCWXv,274077,4,N
I Love Me,Demi Lovato ,2IHLaN6wwYKQ3S24NsQqpA,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093,spotify:track:2IHLaN6wwYKQ3S24NsQqpA,https://api.spotify.com/v1/tracks/2IHLaN6wwYKQ3S24NsQqpA,https://api.spotify.com/v1/audio-analysis/2IHLaN6wwYKQ3S24NsQqpA,203672,4,N
4 Your Eyez Only,J. Cole ,0utlOiJy2weVl9WTkcEWHy,0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,spotify:track:0utlOiJy2weVl9WTkcEWHy,https://api.spotify.com/v1/tracks/0utlOiJy2weVl9WTkcEWHy,https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy,216520,4,N
History,One Direction ,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,spotify:track:4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/tracks/4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/audio-analysis/4cluDES4hQEUhmXj6TXkSo,199987,4,N
Heartbreak Anthem,Galantis ,3aIhJDHxr1kgTSnutJxPTH,0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,spotify:track:3aIhJDHxr1kgTSnutJxPTH,https://api.spotify.com/v1/tracks/3aIhJDHxr1kgTSnutJxPTH,https://api.spotify.com/v1/audio-analysis/3aIhJDHxr1kgTSnutJxPTH,203133,4,N
Run,Joji ,6p8eEdiZLKJH8tcjGZuNTK,0.447,0.72,7,-3.954,1,0.0332,0.0416,0.000297,0.614,0.362,157.892,spotify:track:6p8eEdiZLKJH8tcjGZuNTK,https://api.spotify.com/v1/tracks/6p8eEdiZLKJH8tcjGZuNTK,https://api.spotify.com/v1/audio-analysis/6p8eEdiZLKJH8tcjGZuNTK,195000,3,N
When You're Gone,Shawn Mendes ,3pHTW3t6MbNFqEidWwNtkv,0.605,0.713,5,-5.865,1,0.0381,0.0203,0.0,0.548,0.603,147.166,spotify:track:3pHTW3t6MbNFqEidWwNtkv,https://api.spotify.com/v1/tracks/3pHTW3t6MbNFqEidWwNtkv,https://api.spotify.com/v1/audio-analysis/3pHTW3t6MbNFqEidWwNtkv,172267,4,N
Knockin' Boots,Luke Bryan ,6ERR6e7h6wCqGoz1TjiUJb,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,spotify:track:6ERR6e7h6wCqGoz1TjiUJb,https://api.spotify.com/v1/tracks/6ERR6e7h6wCqGoz1TjiUJb,https://api.spotify.com/v1/audio-analysis/6ERR6e7h6wCqGoz1TjiUJb,199382,4,N
"John Cougar, John Deere, John 3:16",Keith Urban ,2IhXSmxSayR4Fn3ibj9qCO,0.641,0.751,0,-7.761,1,0.0879,0.0668,2.07e-06,0.0863,0.541,169.987,spotify:track:2IhXSmxSayR4Fn3ibj9qCO,https://api.spotify.com/v1/tracks/2IhXSmxSayR4Fn3ibj9qCO,https://api.spotify.com/v1/audio-analysis/2IhXSmxSayR4Fn3ibj9qCO,218787,4,N
Midnight,Logic ,2xoAuNB1YhJQpexBUKa3Fq,0.573,0.631,9,-7.403,0,0.0953,0.0784,0.0,0.101,0.211,95.002,spotify:track:2xoAuNB1YhJQpexBUKa3Fq,https://api.spotify.com/v1/tracks/2xoAuNB1YhJQpexBUKa3Fq,https://api.spotify.com/v1/audio-analysis/2xoAuNB1YhJQpexBUKa3Fq,241427,4,N
Feathered Indians,Tyler Childers ,0enKJJTh8S5iSkLHlzwMl8,0.691,0.452,9,-4.322,1,0.0285,0.843,0.0,0.109,0.547,130.637,spotify:track:0enKJJTh8S5iSkLHlzwMl8,https://api.spotify.com/v1/tracks/0enKJJTh8S5iSkLHlzwMl8,https://api.spotify.com/v1/audio-analysis/0enKJJTh8S5iSkLHlzwMl8,129429,4,N
Nobody's Love,Maroon 5 ,06ylybDHRyv6wEpjBc9TKn,0.331,0.564,1,-6.274,1,0.0719,0.282,0.0,0.0902,0.14,81.543,spotify:track:06ylybDHRyv6wEpjBc9TKn,https://api.spotify.com/v1/tracks/06ylybDHRyv6wEpjBc9TKn,https://api.spotify.com/v1/audio-analysis/06ylybDHRyv6wEpjBc9TKn,211254,1,N
Undrunk,FLETCHER ,6EyPyYKot6GmglHJ7gqcpd,0.648,0.571,5,-6.484,1,0.116,0.489,1.31e-06,0.129,0.536,92.796,spotify:track:6EyPyYKot6GmglHJ7gqcpd,https://api.spotify.com/v1/tracks/6EyPyYKot6GmglHJ7gqcpd,https://api.spotify.com/v1/audio-analysis/6EyPyYKot6GmglHJ7gqcpd,183428,4,N
Bored,Billie Eilish ,16W1bN6BFNAglqAL2dkTMy,0.612,0.318,7,-12.695,1,0.0478,0.898,0.00239,0.0795,0.112,119.968,spotify:track:16W1bN6BFNAglqAL2dkTMy,https://api.spotify.com/v1/tracks/16W1bN6BFNAglqAL2dkTMy,https://api.spotify.com/v1/audio-analysis/16W1bN6BFNAglqAL2dkTMy,180933,4,N
Ghostbusters,Ray Parker Jr. ,569uHYIB0X324FZOBEhvit,0.778,0.719,4,-9.698,1,0.0345,0.0123,0.0262,0.297,0.729,115.4,spotify:track:569uHYIB0X324FZOBEhvit,https://api.spotify.com/v1/tracks/569uHYIB0X324FZOBEhvit,https://api.spotify.com/v1/audio-analysis/569uHYIB0X324FZOBEhvit,239133,4,N
Babushka Boi,A$AP Rocky ,2RhsPoBGlRB6zPim3nK7rC,0.901,0.727,10,-5.548,0,0.23,0.277,6.05e-05,0.144,0.923,134.99,spotify:track:2RhsPoBGlRB6zPim3nK7rC,https://api.spotify.com/v1/tracks/2RhsPoBGlRB6zPim3nK7rC,https://api.spotify.com/v1/audio-analysis/2RhsPoBGlRB6zPim3nK7rC,187105,4,N
What Do I Know?,Ed Sheeran ,1KU0NSYUOaCgcE0Ld99L6S,0.604,0.331,4,-22.056,1,0.0532,0.98,0.943,0.124,0.768,113.698,spotify:track:1KU0NSYUOaCgcE0Ld99L6S,https://api.spotify.com/v1/tracks/1KU0NSYUOaCgcE0Ld99L6S,https://api.spotify.com/v1/audio-analysis/1KU0NSYUOaCgcE0Ld99L6S,239110,4,N
RAF,A$AP Mob ,6kl1qtQXQsFiIWRBK24Cfp,0.848,0.663,8,-5.606,0,0.245,0.523,0.0,0.108,0.333,133.993,spotify:track:6kl1qtQXQsFiIWRBK24Cfp,https://api.spotify.com/v1/tracks/6kl1qtQXQsFiIWRBK24Cfp,https://api.spotify.com/v1/audio-analysis/6kl1qtQXQsFiIWRBK24Cfp,255413,4,N
Yessirskiii,Lil Uzi Vert ,3v0x0ScI9wcUlPZIdfRETf,0.605,0.444,2,-7.223,1,0.141,0.0185,0.0,0.297,0.115,172.26,spotify:track:3v0x0ScI9wcUlPZIdfRETf,https://api.spotify.com/v1/tracks/3v0x0ScI9wcUlPZIdfRETf,https://api.spotify.com/v1/audio-analysis/3v0x0ScI9wcUlPZIdfRETf,248372,4,N
Jonestown (Interlude),Post Malone ,55V5hmH3quPDi1RR5A1IkF,0.34,0.454,0,-10.271,1,0.0363,0.755,0.623,0.263,0.29,77.594,spotify:track:55V5hmH3quPDi1RR5A1IkF,https://api.spotify.com/v1/tracks/55V5hmH3quPDi1RR5A1IkF,https://api.spotify.com/v1/audio-analysis/55V5hmH3quPDi1RR5A1IkF,112013,4,N
Se Preparó,Ozuna ,3mxWDt0eKXfl4C1e4oIP0J,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,spotify:track:3mxWDt0eKXfl4C1e4oIP0J,https://api.spotify.com/v1/tracks/3mxWDt0eKXfl4C1e4oIP0J,https://api.spotify.com/v1/audio-analysis/3mxWDt0eKXfl4C1e4oIP0J,188080,4,N
Patek,Future ,3f9RZbFJrmttvXYwiwqDlb,0.801,0.596,1,-4.72,1,0.0534,0.00301,0.0,0.162,0.134,120.028,spotify:track:3f9RZbFJrmttvXYwiwqDlb,https://api.spotify.com/v1/tracks/3f9RZbFJrmttvXYwiwqDlb,https://api.spotify.com/v1/audio-analysis/3f9RZbFJrmttvXYwiwqDlb,280666,4,N
Attention,The Weeknd ,2pIUpMhHL6L9Z5lnKxJJr9,0.811,0.648,10,-3.684,0,0.0368,0.236,0.0,0.0761,0.695,104.988,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,https://api.spotify.com/v1/tracks/2pIUpMhHL6L9Z5lnKxJJr9,https://api.spotify.com/v1/audio-analysis/2pIUpMhHL6L9Z5lnKxJJr9,180067,4,N
Gravity,Brent Faiyaz ,6u3CPnFMKANYgfdiifFOiJ,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,spotify:track:6u3CPnFMKANYgfdiifFOiJ,https://api.spotify.com/v1/tracks/6u3CPnFMKANYgfdiifFOiJ,https://api.spotify.com/v1/audio-analysis/6u3CPnFMKANYgfdiifFOiJ,214693,4,N
Tombstone,Rod Wave ,64NX4R1rgHb1LMLDAnNNPp,0.679,0.574,11,-10.431,0,0.0651,0.138,0.0,0.266,0.75,156.036,spotify:track:64NX4R1rgHb1LMLDAnNNPp,https://api.spotify.com/v1/tracks/64NX4R1rgHb1LMLDAnNNPp,https://api.spotify.com/v1/audio-analysis/64NX4R1rgHb1LMLDAnNNPp,173893,4,N
Dubai Shit,Huncho Jack ,4eb3vhenZNT724OGdB7X9v,0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.227,138.072,spotify:track:4eb3vhenZNT724OGdB7X9v,https://api.spotify.com/v1/tracks/4eb3vhenZNT724OGdB7X9v,https://api.spotify.com/v1/audio-analysis/4eb3vhenZNT724OGdB7X9v,228431,4,N
Just for me,PinkPantheress ,6OTKVgVpVaVjhRLYizPJKA,0.796,0.625,0,-7.218,1,0.0645,0.653,0.00348,0.187,0.641,133.035,spotify:track:6OTKVgVpVaVjhRLYizPJKA,https://api.spotify.com/v1/tracks/6OTKVgVpVaVjhRLYizPJKA,https://api.spotify.com/v1/audio-analysis/6OTKVgVpVaVjhRLYizPJKA,115801,4,N
Just Us,DJ Khaled ,0MDimlSjIqH6zMGqpfJAew,0.639,0.859,9,-2.758,0,0.147,0.135,0.0,0.129,0.566,93.132,spotify:track:0MDimlSjIqH6zMGqpfJAew,https://api.spotify.com/v1/tracks/0MDimlSjIqH6zMGqpfJAew,https://api.spotify.com/v1/audio-analysis/0MDimlSjIqH6zMGqpfJAew,221379,4,N
There's No Way,Lauv ,5ZpIsCmJtMAyTvz8Z3bGXX,0.755,0.625,2,-7.114,1,0.0897,0.49,0.0,0.157,0.374,147.022,spotify:track:5ZpIsCmJtMAyTvz8Z3bGXX,https://api.spotify.com/v1/tracks/5ZpIsCmJtMAyTvz8Z3bGXX,https://api.spotify.com/v1/audio-analysis/5ZpIsCmJtMAyTvz8Z3bGXX,174861,4,N
Power is Power,SZA ,0j1xflgGNFoBajhYuhYTf1,0.487,0.438,4,-9.617,0,0.0329,0.082,0.753,0.237,0.113,90.423,spotify:track:0j1xflgGNFoBajhYuhYTf1,https://api.spotify.com/v1/tracks/0j1xflgGNFoBajhYuhYTf1,https://api.spotify.com/v1/audio-analysis/0j1xflgGNFoBajhYuhYTf1,207792,4,N
Wouldn't Leave,Kanye West ,1ceetdk0uE5BZk3J0SABBD,0.671,0.24,7,-13.777,1,0.064,0.926,0.927,0.12,0.55,80.022,spotify:track:1ceetdk0uE5BZk3J0SABBD,https://api.spotify.com/v1/tracks/1ceetdk0uE5BZk3J0SABBD,https://api.spotify.com/v1/audio-analysis/1ceetdk0uE5BZk3J0SABBD,60000,1,N
REMEDY,Alesso ,6xlNjZEdgkri6PKBB6uLel,0.601,0.777,0,-4.612,1,0.0471,0.269,0.0,0.0883,0.485,119.963,spotify:track:6xlNjZEdgkri6PKBB6uLel,https://api.spotify.com/v1/tracks/6xlNjZEdgkri6PKBB6uLel,https://api.spotify.com/v1/audio-analysis/6xlNjZEdgkri6PKBB6uLel,190295,4,N
Levels,Nick Jonas ,6pf9datdAtxQj4EU8UYHSx,0.432,0.656,5,-4.669,0,0.428,0.0488,0.0,0.256,0.66,199.246,spotify:track:6pf9datdAtxQj4EU8UYHSx,https://api.spotify.com/v1/tracks/6pf9datdAtxQj4EU8UYHSx,https://api.spotify.com/v1/audio-analysis/6pf9datdAtxQj4EU8UYHSx,167693,4,N
Forever,Drake ,6HSqyfGnsHYw9MmIpa9zlZ,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,https://api.spotify.com/v1/tracks/6HSqyfGnsHYw9MmIpa9zlZ,https://api.spotify.com/v1/audio-analysis/6HSqyfGnsHYw9MmIpa9zlZ,357347,4,N
One Margarita,Luke Bryan ,6NhS5LwYbJ6xD7BGvlWRJO,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,spotify:track:6NhS5LwYbJ6xD7BGvlWRJO,https://api.spotify.com/v1/tracks/6NhS5LwYbJ6xD7BGvlWRJO,https://api.spotify.com/v1/audio-analysis/6NhS5LwYbJ6xD7BGvlWRJO,193427,4,N
I don’t even speak spanish lol,XXXTENTACION ,7b6Kgzh1nfKVzFnS7vhlvv,0.767,0.561,2,-7.418,0,0.0509,0.118,0.0,0.0737,0.542,90.021,spotify:track:7b6Kgzh1nfKVzFnS7vhlvv,https://api.spotify.com/v1/tracks/7b6Kgzh1nfKVzFnS7vhlvv,https://api.spotify.com/v1/audio-analysis/7b6Kgzh1nfKVzFnS7vhlvv,192229,4,N
Internet,Post Malone ,4U3m2QS28oO5VM7G9BiRme,0.514,0.459,0,-5.996,1,0.0288,0.842,0.0,0.102,0.182,73.987,spotify:track:4U3m2QS28oO5VM7G9BiRme,https://api.spotify.com/v1/tracks/4U3m2QS28oO5VM7G9BiRme,https://api.spotify.com/v1/audio-analysis/4U3m2QS28oO5VM7G9BiRme,123387,4,N
I Might Need Security,Chance the Rapper ,1wTTY1vk5izZps8dbSR9ER,0.45,0.735,6,-7.385,0,0.394,0.593,0.0,0.935,0.643,80.272,spotify:track:1wTTY1vk5izZps8dbSR9ER,https://api.spotify.com/v1/tracks/1wTTY1vk5izZps8dbSR9ER,https://api.spotify.com/v1/audio-analysis/1wTTY1vk5izZps8dbSR9ER,222981,4,N
Selah,Kanye West ,1GfXRWcCxijFPbR5hYNh5q,0.386,0.182,9,-10.189,1,0.0332,0.9,0.0,0.0959,0.152,118.497,spotify:track:1GfXRWcCxijFPbR5hYNh5q,https://api.spotify.com/v1/tracks/1GfXRWcCxijFPbR5hYNh5q,https://api.spotify.com/v1/audio-analysis/1GfXRWcCxijFPbR5hYNh5q,231867,3,N
Middle of the Ocean,Drake ,581wWhlbLcjFibO3wVcOmm,0.598,0.696,4,-5.832,0,0.377,0.172,0.0,0.429,0.265,76.226,spotify:track:581wWhlbLcjFibO3wVcOmm,https://api.spotify.com/v1/tracks/581wWhlbLcjFibO3wVcOmm,https://api.spotify.com/v1/audio-analysis/581wWhlbLcjFibO3wVcOmm,356389,3,N
On Time,Metro Boomin ,5Pb1iObukJUKjpV9Hvb8xg,0.364,0.62,5,-6.638,0,0.0555,0.736,0.00225,0.429,0.491,79.904,spotify:track:5Pb1iObukJUKjpV9Hvb8xg,https://api.spotify.com/v1/tracks/5Pb1iObukJUKjpV9Hvb8xg,https://api.spotify.com/v1/audio-analysis/5Pb1iObukJUKjpV9Hvb8xg,168920,4,N
I'm Sorry,Lil Uzi Vert ,1xcOYJxDa5pObgxY1r0I9c,0.858,0.547,1,-5.822,1,0.29,0.213,0.0,0.104,0.303,128.02,spotify:track:1xcOYJxDa5pObgxY1r0I9c,https://api.spotify.com/v1/tracks/1xcOYJxDa5pObgxY1r0I9c,https://api.spotify.com/v1/audio-analysis/1xcOYJxDa5pObgxY1r0I9c,211883,4,N
Burnin' It Down,Jason Aldean ,3DLJ6XQ2ak81sn32niiQMg,0.559,0.739,6,-6.435,1,0.0369,0.258,1.18e-06,0.911,0.575,136.072,spotify:track:3DLJ6XQ2ak81sn32niiQMg,https://api.spotify.com/v1/tracks/3DLJ6XQ2ak81sn32niiQMg,https://api.spotify.com/v1/audio-analysis/3DLJ6XQ2ak81sn32niiQMg,221493,4,N
Botella Tras Botella,Gera MX ,3sJ2sOrWDNByof17q4FGrv,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,spotify:track:3sJ2sOrWDNByof17q4FGrv,https://api.spotify.com/v1/tracks/3sJ2sOrWDNByof17q4FGrv,https://api.spotify.com/v1/audio-analysis/3sJ2sOrWDNByof17q4FGrv,197333,4,N
Bed Of Lies,Nicki Minaj ,2Tb9x7Fs1cYf7x85ROsRIg,0.499,0.67,11,-5.771,1,0.312,0.252,0.0,0.114,0.127,171.797,spotify:track:2Tb9x7Fs1cYf7x85ROsRIg,https://api.spotify.com/v1/tracks/2Tb9x7Fs1cYf7x85ROsRIg,https://api.spotify.com/v1/audio-analysis/2Tb9x7Fs1cYf7x85ROsRIg,269947,4,N
Ignition  Remix,R. Kelly ,6nQT3XpzROqUhQGhg3a8yI,0.457,0.551,2,-11.384,1,0.0381,0.147,0.856,0.0879,0.0331,89.99,spotify:track:6nQT3XpzROqUhQGhg3a8yI,https://api.spotify.com/v1/tracks/6nQT3XpzROqUhQGhg3a8yI,https://api.spotify.com/v1/audio-analysis/6nQT3XpzROqUhQGhg3a8yI,213333,4,N
There He Go,Kodak Black ,6canmpFnLHVUzvVWAodifz,0.794,0.608,4,-6.822,0,0.0437,0.115,0.0,0.11,0.316,138.042,spotify:track:6canmpFnLHVUzvVWAodifz,https://api.spotify.com/v1/tracks/6canmpFnLHVUzvVWAodifz,https://api.spotify.com/v1/audio-analysis/6canmpFnLHVUzvVWAodifz,196113,4,N
Kickers  Monster Mash,"Bobby ""Boris"" Pickett & The Crypt",0xxZY5C9xxij3D1HkzbnfC,0.541,0.504,11,-14.191,0,0.457,0.375,0.0,0.421,0.707,68.482,spotify:track:0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/tracks/0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/audio-analysis/0xxZY5C9xxij3D1HkzbnfC,192040,4,N
Who Needs Love,Trippie Redd ,0X1VSToxgqA7HgjaaSmIKO,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,spotify:track:0X1VSToxgqA7HgjaaSmIKO,https://api.spotify.com/v1/tracks/0X1VSToxgqA7HgjaaSmIKO,https://api.spotify.com/v1/audio-analysis/0X1VSToxgqA7HgjaaSmIKO,158532,4,N
Designer,Lil Pump ,1SBQPHZcbNuxpahh9AhW7v,0.785,0.766,7,-5.925,1,0.169,0.0139,0.0,0.126,0.807,125.973,spotify:track:1SBQPHZcbNuxpahh9AhW7v,https://api.spotify.com/v1/tracks/1SBQPHZcbNuxpahh9AhW7v,https://api.spotify.com/v1/audio-analysis/1SBQPHZcbNuxpahh9AhW7v,168150,4,N
Can I Get It,Adele ,0gN8XAAZnXv2pbeHnKKrEe,0.494,0.433,5,-14.798,1,0.042,0.735,0.000587,0.0895,0.469,104.92,spotify:track:0gN8XAAZnXv2pbeHnKKrEe,https://api.spotify.com/v1/tracks/0gN8XAAZnXv2pbeHnKKrEe,https://api.spotify.com/v1/audio-analysis/0gN8XAAZnXv2pbeHnKKrEe,205629,4,N
Gone Girl,SZA ,3iH29NcCxYgI5shlkZrUoB,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,spotify:track:3iH29NcCxYgI5shlkZrUoB,https://api.spotify.com/v1/tracks/3iH29NcCxYgI5shlkZrUoB,https://api.spotify.com/v1/audio-analysis/3iH29NcCxYgI5shlkZrUoB,136568,4,N
Pineapple,Ty Dolla $ign ,3vgBCnAjtbNwMXO0THNQQV,0.963,0.551,5,-6.249,0,0.0512,0.0284,0.0011,0.128,0.328,129.999,spotify:track:3vgBCnAjtbNwMXO0THNQQV,https://api.spotify.com/v1/tracks/3vgBCnAjtbNwMXO0THNQQV,https://api.spotify.com/v1/audio-analysis/3vgBCnAjtbNwMXO0THNQQV,218261,4,N
Same Drugs,Chance the Rapper ,6CTTipcCa8RZX8aY0mttHa,0.566,0.354,1,-8.01,1,0.029,0.822,0.00201,0.0768,0.288,89.943,spotify:track:6CTTipcCa8RZX8aY0mttHa,https://api.spotify.com/v1/tracks/6CTTipcCa8RZX8aY0mttHa,https://api.spotify.com/v1/audio-analysis/6CTTipcCa8RZX8aY0mttHa,264587,4,N
Let Me,ZAYN ,0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,spotify:track:0PDUDa38GO8lMxLCRc4lL1,https://api.spotify.com/v1/tracks/0PDUDa38GO8lMxLCRc4lL1,https://api.spotify.com/v1/audio-analysis/0PDUDa38GO8lMxLCRc4lL1,202747,4,N
FRIENDS,J. Cole ,1VuAamHM7P3VQQEXYGG3Uu,0.553,0.337,10,-10.334,1,0.03,0.818,0.0,0.113,0.662,101.918,spotify:track:1VuAamHM7P3VQQEXYGG3Uu,https://api.spotify.com/v1/tracks/1VuAamHM7P3VQQEXYGG3Uu,https://api.spotify.com/v1/audio-analysis/1VuAamHM7P3VQQEXYGG3Uu,84987,4,N
Homegrown,Zac Brown Band ,3a3CCSzJBREfx6elRmhMp3,0.762,0.0642,6,-31.191,1,0.0591,0.974,0.918,0.0959,0.616,111.965,spotify:track:3a3CCSzJBREfx6elRmhMp3,https://api.spotify.com/v1/tracks/3a3CCSzJBREfx6elRmhMp3,https://api.spotify.com/v1/audio-analysis/3a3CCSzJBREfx6elRmhMp3,318214,3,N
CHopstix,ScHoolboy Q ,0vpqbxh3Jb5JvSfb5tcipw,0.96,0.596,9,-7.046,0,0.115,0.0427,0.0,0.252,0.648,127.959,spotify:track:0vpqbxh3Jb5JvSfb5tcipw,https://api.spotify.com/v1/tracks/0vpqbxh3Jb5JvSfb5tcipw,https://api.spotify.com/v1/audio-analysis/0vpqbxh3Jb5JvSfb5tcipw,180449,4,N
Lie,NF ,12cZWGf5ZgLcKubEW9mx5q,0.546,0.787,0,-4.023,0,0.212,0.396,0.0,0.0619,0.497,100.559,spotify:track:12cZWGf5ZgLcKubEW9mx5q,https://api.spotify.com/v1/tracks/12cZWGf5ZgLcKubEW9mx5q,https://api.spotify.com/v1/audio-analysis/12cZWGf5ZgLcKubEW9mx5q,264473,3,N
Trampoline,SHAED ,1iQDltZqI7BXnHrFy4Qo1k,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,spotify:track:1iQDltZqI7BXnHrFy4Qo1k,https://api.spotify.com/v1/tracks/1iQDltZqI7BXnHrFy4Qo1k,https://api.spotify.com/v1/audio-analysis/1iQDltZqI7BXnHrFy4Qo1k,184280,4,N
FML,Kanye West ,1fVGY3NKdlSG7M2C6AXIi5,0.561,0.403,0,-7.184,1,0.114,0.342,2.16e-06,0.191,0.135,125.157,spotify:track:1fVGY3NKdlSG7M2C6AXIi5,https://api.spotify.com/v1/tracks/1fVGY3NKdlSG7M2C6AXIi5,https://api.spotify.com/v1/audio-analysis/1fVGY3NKdlSG7M2C6AXIi5,236107,4,N
Nothing but Trouble  Instagram Models,Lil Wayne ,65KmCPLHfKRU8g0hlGrahA,0.723,0.712,6,-5.509,0,0.0337,0.0175,3.11e-05,0.172,0.284,125.986,spotify:track:65KmCPLHfKRU8g0hlGrahA,https://api.spotify.com/v1/tracks/65KmCPLHfKRU8g0hlGrahA,https://api.spotify.com/v1/audio-analysis/65KmCPLHfKRU8g0hlGrahA,217055,4,N
