title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature,source
It Was Only A Heart,Skeeter Davis,2bLSN6KXHTwwach6zLOkC9,0.282,0.179,10,-12.611,1,0.028,0.91,0.0,0.123,0.224,73.919,spotify:track:2bLSN6KXHTwwach6zLOkC9,https://api.spotify.com/v1/tracks/2bLSN6KXHTwwach6zLOkC9,https://api.spotify.com/v1/audio-analysis/2bLSN6KXHTwwach6zLOkC9,163867,4,N
Too Cool for Love,Webb Wilder,72Nl5JkVhoHtmPkNeyLaSy,0.712,0.864,8,-3.333,1,0.0694,0.0294,0.0,0.0441,0.782,113.006,spotify:track:72Nl5JkVhoHtmPkNeyLaSy,https://api.spotify.com/v1/tracks/72Nl5JkVhoHtmPkNeyLaSy,https://api.spotify.com/v1/audio-analysis/72Nl5JkVhoHtmPkNeyLaSy,189335,4,N
Sensazioni a_b & c,Gruppo Jazz Marca,4cK2bKvfzwcONWMJa0qyrc,0.725,0.497,1,-8.068,1,0.0977,0.0322,0.374,0.179,0.239,87.977,spotify:track:4cK2bKvfzwcONWMJa0qyrc,https://api.spotify.com/v1/tracks/4cK2bKvfzwcONWMJa0qyrc,https://api.spotify.com/v1/audio-analysis/4cK2bKvfzwcONWMJa0qyrc,163381,4,N
Dancing With the Goddess (ttt rmx),Atman,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,spotify:track:1TQXIltqoZ5XXyfCbAeSQQ,https://api.spotify.com/v1/tracks/1TQXIltqoZ5XXyfCbAeSQQ,https://api.spotify.com/v1/audio-analysis/1TQXIltqoZ5XXyfCbAeSQQ,197732,4,N
At Night,Shakedown,4cRzA4R5uIFbFyLBpcJfgN,0.632,0.934,5,-7.266,0,0.0317,0.000496,0.338,0.185,0.712,127.005,spotify:track:4cRzA4R5uIFbFyLBpcJfgN,https://api.spotify.com/v1/tracks/4cRzA4R5uIFbFyLBpcJfgN,https://api.spotify.com/v1/audio-analysis/4cRzA4R5uIFbFyLBpcJfgN,419768,4,N
Raag Trance,Biddu,5JZyXqNSnvtzZiz13uPmeB,0.471,0.915,2,-9.531,0,0.0447,0.045,0.951,0.244,0.193,139.94,spotify:track:5JZyXqNSnvtzZiz13uPmeB,https://api.spotify.com/v1/tracks/5JZyXqNSnvtzZiz13uPmeB,https://api.spotify.com/v1/audio-analysis/5JZyXqNSnvtzZiz13uPmeB,229714,4,N
No Eye Has Seen,Parachute Band,0oepKGb20OelQqRz20AxFL,0.651,0.486,0,-10.234,1,0.0267,0.652,0.0,0.146,0.727,114.91,spotify:track:0oepKGb20OelQqRz20AxFL,https://api.spotify.com/v1/tracks/0oepKGb20OelQqRz20AxFL,https://api.spotify.com/v1/audio-analysis/0oepKGb20OelQqRz20AxFL,132027,4,N
Summerfish,Leonid Rudenko,49dFIRQCQxPWgoH0m38XQ5,0.696,0.686,5,-6.113,0,0.0309,0.262,0.0,0.174,0.7,115.982,spotify:track:49dFIRQCQxPWgoH0m38XQ5,https://api.spotify.com/v1/tracks/49dFIRQCQxPWgoH0m38XQ5,https://api.spotify.com/v1/audio-analysis/49dFIRQCQxPWgoH0m38XQ5,160289,4,N
Lord You're Worthy (Album),Wilmington Chester Mass Choir,4YFy1VOf7pV1PF6rSxiz1v,0.26,0.622,2,-6.619,1,0.0417,0.128,0.0,0.644,0.231,139.002,spotify:track:4YFy1VOf7pV1PF6rSxiz1v,https://api.spotify.com/v1/tracks/4YFy1VOf7pV1PF6rSxiz1v,https://api.spotify.com/v1/audio-analysis/4YFy1VOf7pV1PF6rSxiz1v,506797,4,N
Laying Down My Will (The Plan Album Version),Raze,5YUTjMFqiWmCQyA0m1fqCG,0.652,0.773,2,-14.983,1,0.0567,0.339,0.000131,0.332,0.523,116.297,spotify:track:5YUTjMFqiWmCQyA0m1fqCG,https://api.spotify.com/v1/tracks/5YUTjMFqiWmCQyA0m1fqCG,https://api.spotify.com/v1/audio-analysis/5YUTjMFqiWmCQyA0m1fqCG,266693,4,N
Across Decker's Field,Stewart Francke,3lSbpqRK8zOeLId9w6axYy,0.151,0.0136,7,-29.737,1,0.0562,0.993,0.915,0.0782,0.0497,83.384,spotify:track:3lSbpqRK8zOeLId9w6axYy,https://api.spotify.com/v1/tracks/3lSbpqRK8zOeLId9w6axYy,https://api.spotify.com/v1/audio-analysis/3lSbpqRK8zOeLId9w6axYy,98667,4,N
Umbrella,All Time Low,3PlIkwKQreqpwndpAK8t2t,0.418,0.742,1,-3.618,1,0.0361,0.00195,0.0,0.121,0.646,175.984,spotify:track:3PlIkwKQreqpwndpAK8t2t,https://api.spotify.com/v1/tracks/3PlIkwKQreqpwndpAK8t2t,https://api.spotify.com/v1/audio-analysis/3PlIkwKQreqpwndpAK8t2t,229813,4,N
Summer Rain,James Last,29z6TDFegnPabgoD16wpt0,0.288,0.323,5,-15.809,0,0.0307,0.163,0.932,0.685,0.152,79.955,spotify:track:29z6TDFegnPabgoD16wpt0,https://api.spotify.com/v1/tracks/29z6TDFegnPabgoD16wpt0,https://api.spotify.com/v1/audio-analysis/29z6TDFegnPabgoD16wpt0,264693,3,N
Undercover Gangstas,5th Ward Boyz,0bePGTDjn0XuEKoN7rOMvV,0.454,0.873,2,-5.072,1,0.122,0.000244,1.73e-05,0.0847,0.562,159.814,spotify:track:0bePGTDjn0XuEKoN7rOMvV,https://api.spotify.com/v1/tracks/0bePGTDjn0XuEKoN7rOMvV,https://api.spotify.com/v1/audio-analysis/0bePGTDjn0XuEKoN7rOMvV,167773,4,N
Swing Spring,Bill Perkins,5EDDKBAMxFDvG3f7D6v93l,0.704,0.453,7,-11.725,0,0.0523,0.929,0.312,0.117,0.807,106.257,spotify:track:5EDDKBAMxFDvG3f7D6v93l,https://api.spotify.com/v1/tracks/5EDDKBAMxFDvG3f7D6v93l,https://api.spotify.com/v1/audio-analysis/5EDDKBAMxFDvG3f7D6v93l,203827,4,N
La bite du plombier,BA(c)zu,4Bi7MiWOur72MhVc0AzTE1,0.302,0.156,5,-10.945,1,0.0349,0.798,0.0,0.106,0.299,137.608,spotify:track:4Bi7MiWOur72MhVc0AzTE1,https://api.spotify.com/v1/tracks/4Bi7MiWOur72MhVc0AzTE1,https://api.spotify.com/v1/audio-analysis/4Bi7MiWOur72MhVc0AzTE1,185773,3,N
S.O.S.,Spliff,46ZbeFHcvPbZT3z19WIKHZ,0.569,0.581,8,-5.494,1,0.0343,0.212,0.00769,0.149,0.208,127.931,spotify:track:46ZbeFHcvPbZT3z19WIKHZ,https://api.spotify.com/v1/tracks/46ZbeFHcvPbZT3z19WIKHZ,https://api.spotify.com/v1/audio-analysis/46ZbeFHcvPbZT3z19WIKHZ,174387,4,N
Wheeling Free,Bert Kaempfert And His Orchestra,6YJTQlYGWHdEo0fs33mCp6,0.598,0.438,11,-10.158,1,0.0288,0.769,0.956,0.144,0.731,145.131,spotify:track:6YJTQlYGWHdEo0fs33mCp6,https://api.spotify.com/v1/tracks/6YJTQlYGWHdEo0fs33mCp6,https://api.spotify.com/v1/audio-analysis/6YJTQlYGWHdEo0fs33mCp6,123720,4,N
Bridget,Rachel Portman,6DV5mwk2kZw6GiDR2XUsjP,0.152,0.0195,4,-24.946,1,0.0395,0.99,0.944,0.0676,0.0906,143.978,spotify:track:6DV5mwk2kZw6GiDR2XUsjP,https://api.spotify.com/v1/tracks/6DV5mwk2kZw6GiDR2XUsjP,https://api.spotify.com/v1/audio-analysis/6DV5mwk2kZw6GiDR2XUsjP,262413,3,N
Nos plus belles annA(c)es,Miossec,5NKjLwH76LrhIjMKinue26,0.616,0.624,7,-6.413,0,0.052,0.319,0.0,0.101,0.401,109.846,spotify:track:5NKjLwH76LrhIjMKinue26,https://api.spotify.com/v1/tracks/5NKjLwH76LrhIjMKinue26,https://api.spotify.com/v1/audio-analysis/5NKjLwH76LrhIjMKinue26,214867,4,N
I Don't Want To Talk About It,G-Unit,2TDP6ok1O8yNtCAWltzyON,0.681,0.897,11,-3.342,0,0.312,0.0675,0.0,0.0808,0.634,88.248,spotify:track:2TDP6ok1O8yNtCAWltzyON,https://api.spotify.com/v1/tracks/2TDP6ok1O8yNtCAWltzyON,https://api.spotify.com/v1/audio-analysis/2TDP6ok1O8yNtCAWltzyON,209333,4,N
Ramblin' On My Mind,Memphis Sheiks,2xIe93Xlp05jX2rSvTY56i,0.308,0.264,9,-14.873,1,0.0346,0.723,0.248,0.145,0.234,202.136,spotify:track:2xIe93Xlp05jX2rSvTY56i,https://api.spotify.com/v1/tracks/2xIe93Xlp05jX2rSvTY56i,https://api.spotify.com/v1/audio-analysis/2xIe93Xlp05jX2rSvTY56i,309933,3,N
Snaps Drinking Woman (LP Version),Champion Jack Dupree,7lpsRa4kcNoxSHUDNDXpnn,0.544,0.271,0,-17.69,1,0.0672,0.767,6.1e-06,0.0728,0.68,113.784,spotify:track:7lpsRa4kcNoxSHUDNDXpnn,https://api.spotify.com/v1/tracks/7lpsRa4kcNoxSHUDNDXpnn,https://api.spotify.com/v1/audio-analysis/7lpsRa4kcNoxSHUDNDXpnn,261093,4,N
Live At Brixton Academy 1999,Atari Teenage Riot,0WIbzDVEpmOyBnqqdtqIL9,0.286,0.907,7,-9.67,1,0.0374,0.000277,0.202,0.0837,0.746,156.395,spotify:track:0WIbzDVEpmOyBnqqdtqIL9,https://api.spotify.com/v1/tracks/0WIbzDVEpmOyBnqqdtqIL9,https://api.spotify.com/v1/audio-analysis/0WIbzDVEpmOyBnqqdtqIL9,417800,4,N
House Of Wolves (Album Version),My Chemical Romance,57XG2sbYjfh48dnUO9cvgM,0.559,0.937,7,-5.229,1,0.0766,0.0011,0.0,0.17,0.657,105.01,spotify:track:57XG2sbYjfh48dnUO9cvgM,https://api.spotify.com/v1/tracks/57XG2sbYjfh48dnUO9cvgM,https://api.spotify.com/v1/audio-analysis/57XG2sbYjfh48dnUO9cvgM,181714,4,N
Exactamente Medianoche,Memphis La Blusera,0r92KPebEDuooPlGI3NaFE,0.516,0.432,2,-13.425,0,0.0326,0.0243,0.00184,0.39,0.727,170.702,spotify:track:0r92KPebEDuooPlGI3NaFE,https://api.spotify.com/v1/tracks/0r92KPebEDuooPlGI3NaFE,https://api.spotify.com/v1/audio-analysis/0r92KPebEDuooPlGI3NaFE,338560,4,N
Street Car Blues,Sleepy John Estes,2Y9sTOSdXeEl15NL0MkHWl,0.812,0.248,8,-11.129,1,0.0534,0.986,3.38e-05,0.137,0.742,125.33,spotify:track:2Y9sTOSdXeEl15NL0MkHWl,https://api.spotify.com/v1/tracks/2Y9sTOSdXeEl15NL0MkHWl,https://api.spotify.com/v1/audio-analysis/2Y9sTOSdXeEl15NL0MkHWl,151301,4,N
 -start ID-,The Mad Capsule Markets,37qcaCXw7TlBsDD5BgDoCf,0.446,0.87,1,-4.683,1,0.318,0.0935,0.0,0.437,0.438,161.79,spotify:track:37qcaCXw7TlBsDD5BgDoCf,https://api.spotify.com/v1/tracks/37qcaCXw7TlBsDD5BgDoCf,https://api.spotify.com/v1/audio-analysis/37qcaCXw7TlBsDD5BgDoCf,289520,4,N
Dementia,Schizoid,0jFGZDm0SNEZGaJnNkGRJQ,0.828,0.545,6,-3.579,1,0.27,0.112,0.0495,0.121,0.474,120.033,spotify:track:0jFGZDm0SNEZGaJnNkGRJQ,https://api.spotify.com/v1/tracks/0jFGZDm0SNEZGaJnNkGRJQ,https://api.spotify.com/v1/audio-analysis/0jFGZDm0SNEZGaJnNkGRJQ,160047,4,N
Snippet 15,Bare Jr.,7Bti1K9lP7pMCFhZeWqEUU,0.432,0.301,6,-10.541,1,0.0399,0.573,0.0,0.171,0.212,147.421,spotify:track:7Bti1K9lP7pMCFhZeWqEUU,https://api.spotify.com/v1/tracks/7Bti1K9lP7pMCFhZeWqEUU,https://api.spotify.com/v1/audio-analysis/7Bti1K9lP7pMCFhZeWqEUU,388981,4,N
Cool Water,Roger Williams,188d9yxQ59ZUuHnJ927vXM,0.558,0.651,3,-7.358,1,0.0291,0.0623,0.959,0.158,0.827,127.985,spotify:track:188d9yxQ59ZUuHnJ927vXM,https://api.spotify.com/v1/tracks/188d9yxQ59ZUuHnJ927vXM,https://api.spotify.com/v1/audio-analysis/188d9yxQ59ZUuHnJ927vXM,198750,4,N
This House Is Haunted,Alice Cooper,3shKeCNxP7RGnegWADfMMl,0.554,0.666,2,-6.027,0,0.0366,0.312,0.0,0.174,0.353,75.01,spotify:track:3shKeCNxP7RGnegWADfMMl,https://api.spotify.com/v1/tracks/3shKeCNxP7RGnegWADfMMl,https://api.spotify.com/v1/audio-analysis/3shKeCNxP7RGnegWADfMMl,218653,4,N
Captin Kut-Cha,Kai Winding,75YGUwIhsw2U0kaS4W340n,0.504,0.262,3,-16.11,1,0.043,0.907,0.0407,0.0757,0.391,92.808,spotify:track:75YGUwIhsw2U0kaS4W340n,https://api.spotify.com/v1/tracks/75YGUwIhsw2U0kaS4W340n,https://api.spotify.com/v1/audio-analysis/75YGUwIhsw2U0kaS4W340n,243427,4,N
Killing Machine,Aiden,3iD0WFAexZVsJSgri16p8z,0.513,0.962,1,-3.391,1,0.106,5.81e-05,3.91e-05,0.164,0.836,122.104,spotify:track:3iD0WFAexZVsJSgri16p8z,https://api.spotify.com/v1/tracks/3iD0WFAexZVsJSgri16p8z,https://api.spotify.com/v1/audio-analysis/3iD0WFAexZVsJSgri16p8z,186147,4,N
Manuel's Mambo,Cal Tjader,5M80uFtSW98fR3ykhjGPyd,0.508,0.434,0,-14.422,0,0.0401,0.758,0.0025,0.0962,0.665,113.591,spotify:track:5M80uFtSW98fR3ykhjGPyd,https://api.spotify.com/v1/tracks/5M80uFtSW98fR3ykhjGPyd,https://api.spotify.com/v1/audio-analysis/5M80uFtSW98fR3ykhjGPyd,165933,5,N
All I Ask For (Album Version),Ill Nino,5klrh466oGToybceGHPGAX,0.194,0.119,1,-20.926,1,0.0398,0.854,0.000737,0.109,0.14,85.698,spotify:track:5klrh466oGToybceGHPGAX,https://api.spotify.com/v1/tracks/5klrh466oGToybceGHPGAX,https://api.spotify.com/v1/audio-analysis/5klrh466oGToybceGHPGAX,294160,3,N
Fonsi,ZaA-ko Langa Langa,3HppXewMioARNgArtETb9k,0.596,0.671,4,-13.168,1,0.0705,0.396,0.000589,0.283,0.947,128.483,spotify:track:3HppXewMioARNgArtETb9k,https://api.spotify.com/v1/tracks/3HppXewMioARNgArtETb9k,https://api.spotify.com/v1/audio-analysis/3HppXewMioARNgArtETb9k,514060,4,N
I'm Over You (Album Version),Rebecca Lynn Howard,4tI1u9uQXYLnswRzcysxDo,0.495,0.322,11,-12.277,1,0.181,0.834,0.0,0.105,0.17,78.677,spotify:track:4tI1u9uQXYLnswRzcysxDo,https://api.spotify.com/v1/tracks/4tI1u9uQXYLnswRzcysxDo,https://api.spotify.com/v1/audio-analysis/4tI1u9uQXYLnswRzcysxDo,203471,1,N
Contact,Dive,0WLhJ2NBuZHuoHY8pLVHJ0,0.84,0.692,8,-5.399,1,0.0356,0.00181,0.0,0.344,0.145,100.046,spotify:track:0WLhJ2NBuZHuoHY8pLVHJ0,https://api.spotify.com/v1/tracks/0WLhJ2NBuZHuoHY8pLVHJ0,https://api.spotify.com/v1/audio-analysis/0WLhJ2NBuZHuoHY8pLVHJ0,155913,4,N
Why Don't You Do Right,Barbara Lusch,6RQ0i7rApnnWSI8uEiGVVF,0.43,0.592,0,-7.55,0,0.15,0.136,0.0905,0.112,0.599,54.585,spotify:track:6RQ0i7rApnnWSI8uEiGVVF,https://api.spotify.com/v1/tracks/6RQ0i7rApnnWSI8uEiGVVF,https://api.spotify.com/v1/audio-analysis/6RQ0i7rApnnWSI8uEiGVVF,228990,4,N
Hate Zone,Brand X,2ZSqNy23ZTe4K8TJZMB84c,0.786,0.478,1,-7.3,1,0.0698,0.632,0.0,0.0818,0.285,95.003,spotify:track:2ZSqNy23ZTe4K8TJZMB84c,https://api.spotify.com/v1/tracks/2ZSqNy23ZTe4K8TJZMB84c,https://api.spotify.com/v1/audio-analysis/2ZSqNy23ZTe4K8TJZMB84c,222316,4,N
TelAa,HA(c)lio Ziskind,7dHowm9WlK1gOuEuM0bd7m,0.349,0.44,5,-13.135,0,0.0422,0.528,0.866,0.111,0.31,169.356,spotify:track:7dHowm9WlK1gOuEuM0bd7m,https://api.spotify.com/v1/tracks/7dHowm9WlK1gOuEuM0bd7m,https://api.spotify.com/v1/audio-analysis/7dHowm9WlK1gOuEuM0bd7m,492320,4,N
Probka (Latvia),Intars Busulis,4O4m4ZMCgnu6rwHd6s3XK0,0.543,0.247,5,-11.18,1,0.0592,0.935,0.854,0.415,0.659,120.72,spotify:track:4O4m4ZMCgnu6rwHd6s3XK0,https://api.spotify.com/v1/tracks/4O4m4ZMCgnu6rwHd6s3XK0,https://api.spotify.com/v1/audio-analysis/4O4m4ZMCgnu6rwHd6s3XK0,53493,4,N
Only Me,Charlie Rich,6d7Jz2np6jtNaZv1DiWfJs,0.492,0.329,2,-11.788,1,0.0274,0.961,0.199,0.0955,0.589,85.196,spotify:track:6d7Jz2np6jtNaZv1DiWfJs,https://api.spotify.com/v1/tracks/6d7Jz2np6jtNaZv1DiWfJs,https://api.spotify.com/v1/audio-analysis/6d7Jz2np6jtNaZv1DiWfJs,174667,4,N
Beautiful Maria of My Soul,Virtuoso,0YQgqnJOTMzFHV4oujvUwh,0.618,0.418,0,-7.329,0,0.0241,0.328,3.63e-05,0.263,0.551,91.233,spotify:track:0YQgqnJOTMzFHV4oujvUwh,https://api.spotify.com/v1/tracks/0YQgqnJOTMzFHV4oujvUwh,https://api.spotify.com/v1/audio-analysis/0YQgqnJOTMzFHV4oujvUwh,255773,4,N
Feels Good To Be Free,Karen Peck And New River,7lIz0XPbaW7DaNZVV5ZUKq,0.521,0.727,8,-4.632,1,0.0436,0.328,9.22e-06,0.0812,0.572,199.505,spotify:track:7lIz0XPbaW7DaNZVV5ZUKq,https://api.spotify.com/v1/tracks/7lIz0XPbaW7DaNZVV5ZUKq,https://api.spotify.com/v1/audio-analysis/7lIz0XPbaW7DaNZVV5ZUKq,227827,4,N
Trade Winds,Judy Mowatt,2OHy83wtdMLe4rYe2WjHKG,0.693,0.446,0,-10.338,0,0.0278,0.00851,0.457,0.129,0.12,138.036,spotify:track:2OHy83wtdMLe4rYe2WjHKG,https://api.spotify.com/v1/tracks/2OHy83wtdMLe4rYe2WjHKG,https://api.spotify.com/v1/audio-analysis/2OHy83wtdMLe4rYe2WjHKG,336085,4,N
No Love No Nothing,Marlene Dietrich,7eomB5Bx21bXOU8RrupaLN,0.463,0.346,9,-17.364,0,0.0345,0.764,2.33e-06,0.126,0.509,144.331,spotify:track:7eomB5Bx21bXOU8RrupaLN,https://api.spotify.com/v1/tracks/7eomB5Bx21bXOU8RrupaLN,https://api.spotify.com/v1/audio-analysis/7eomB5Bx21bXOU8RrupaLN,320760,4,N
I Must See Jesus,Michael Bloomfield,4aWZIBCBMQEgMna9JpgW90,0.477,0.607,9,-8.33,1,0.0471,0.256,0.146,0.107,0.64,87.301,spotify:track:4aWZIBCBMQEgMna9JpgW90,https://api.spotify.com/v1/tracks/4aWZIBCBMQEgMna9JpgW90,https://api.spotify.com/v1/audio-analysis/4aWZIBCBMQEgMna9JpgW90,258800,4,N
Alright Now,Paul Rodgers,0Uv5Kp8sEnriJjkX4oLfNI,0.636,0.335,11,-13.327,1,0.966,0.993,0.0,0.342,0.561,161.68,spotify:track:0Uv5Kp8sEnriJjkX4oLfNI,https://api.spotify.com/v1/tracks/0Uv5Kp8sEnriJjkX4oLfNI,https://api.spotify.com/v1/audio-analysis/0Uv5Kp8sEnriJjkX4oLfNI,35240,4,N
Assassination,Dead Prez,2HoDr1yVksl19omOhc1zWy,0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162,spotify:track:2HoDr1yVksl19omOhc1zWy,https://api.spotify.com/v1/tracks/2HoDr1yVksl19omOhc1zWy,https://api.spotify.com/v1/audio-analysis/2HoDr1yVksl19omOhc1zWy,214067,4,N
I Did it for You,David Cook,7zmqbdEqmQWgU2wOoBPG83,0.446,0.834,9,-4.014,0,0.0341,0.0794,0.0,0.114,0.363,132.034,spotify:track:7zmqbdEqmQWgU2wOoBPG83,https://api.spotify.com/v1/tracks/7zmqbdEqmQWgU2wOoBPG83,https://api.spotify.com/v1/audio-analysis/7zmqbdEqmQWgU2wOoBPG83,228827,4,N
A World Of My Own,Knack,45tmVLHhIpa8TTMVaQGCDz,0.386,0.821,2,-3.873,0,0.0357,0.234,4.63e-06,0.443,0.346,116.076,spotify:track:45tmVLHhIpa8TTMVaQGCDz,https://api.spotify.com/v1/tracks/45tmVLHhIpa8TTMVaQGCDz,https://api.spotify.com/v1/audio-analysis/45tmVLHhIpa8TTMVaQGCDz,301707,4,N
Down On The Corner,La Portuaria,2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,spotify:track:2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/tracks/2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/audio-analysis/2gE95JskwQ1pCACTpGe1Db,166280,4,N
Come Dance With Me,Mulberry Lane,6pTg4H8juKV9iSzrcVUbM3,0.878,0.746,11,-4.281,1,0.0451,0.0476,0.0,0.154,0.792,111.996,spotify:track:6pTg4H8juKV9iSzrcVUbM3,https://api.spotify.com/v1/tracks/6pTg4H8juKV9iSzrcVUbM3,https://api.spotify.com/v1/audio-analysis/6pTg4H8juKV9iSzrcVUbM3,204093,4,N
A Visit From Drum,Liars,3OZR8VN3rG0xN1U85b7voh,0.576,0.469,11,-17.251,0,0.174,8.69e-06,0.928,0.057,0.496,191.526,spotify:track:3OZR8VN3rG0xN1U85b7voh,https://api.spotify.com/v1/tracks/3OZR8VN3rG0xN1U85b7voh,https://api.spotify.com/v1/audio-analysis/3OZR8VN3rG0xN1U85b7voh,71332,4,N
More Than Words,Tom Barabas,1tNK6PDCrJLEa2AQBCEfjP,0.648,0.531,2,-5.886,0,0.0345,0.26,0.000897,0.12,0.253,143.008,spotify:track:1tNK6PDCrJLEa2AQBCEfjP,https://api.spotify.com/v1/tracks/1tNK6PDCrJLEa2AQBCEfjP,https://api.spotify.com/v1/audio-analysis/1tNK6PDCrJLEa2AQBCEfjP,151462,4,N
We Do It Too,Modeselektor,6XMQh62uwtY3gcxi5NiY2k,0.651,0.564,10,-8.691,0,0.0385,0.102,0.133,0.612,0.165,103.025,spotify:track:6XMQh62uwtY3gcxi5NiY2k,https://api.spotify.com/v1/tracks/6XMQh62uwtY3gcxi5NiY2k,https://api.spotify.com/v1/audio-analysis/6XMQh62uwtY3gcxi5NiY2k,200389,4,N
Mar gaye te sada naal,Naseebo Lal_ Arif Lohar,7cYbyVQXWMftChHr7IbW6G,0.734,0.736,11,-11.092,0,0.0648,0.21,6.11e-05,0.166,0.881,147.376,spotify:track:7cYbyVQXWMftChHr7IbW6G,https://api.spotify.com/v1/tracks/7cYbyVQXWMftChHr7IbW6G,https://api.spotify.com/v1/audio-analysis/7cYbyVQXWMftChHr7IbW6G,1035800,4,N
Talking Drum (Isea '95),Chris Brown,5qJm4xvRCOQ1zedunDnndW,0.818,0.748,11,-6.678,0,0.0717,0.00791,0.00775,0.207,0.472,126.069,spotify:track:5qJm4xvRCOQ1zedunDnndW,https://api.spotify.com/v1/tracks/5qJm4xvRCOQ1zedunDnndW,https://api.spotify.com/v1/audio-analysis/5qJm4xvRCOQ1zedunDnndW,180952,4,N
C.O.G. To The ATL,DJ Taz,0fM6U8qp4cWv5N8Z9bYymL,0.771,0.449,0,-9.624,1,0.185,0.0522,0.0,0.0718,0.266,92.016,spotify:track:0fM6U8qp4cWv5N8Z9bYymL,https://api.spotify.com/v1/tracks/0fM6U8qp4cWv5N8Z9bYymL,https://api.spotify.com/v1/audio-analysis/0fM6U8qp4cWv5N8Z9bYymL,348293,4,N
La clA(c) parfumA(c)e,Gabriel Yared,1LBtQ5Ce1Oo3UHdfMEQ72n,0.391,0.0658,9,-25.156,1,0.0358,0.942,0.87,0.147,0.223,77.919,spotify:track:1LBtQ5Ce1Oo3UHdfMEQ72n,https://api.spotify.com/v1/tracks/1LBtQ5Ce1Oo3UHdfMEQ72n,https://api.spotify.com/v1/audio-analysis/1LBtQ5Ce1Oo3UHdfMEQ72n,172723,3,N
Hermione,Starless & Bible Black,7JfOID12YxfU9YImwbJqHL,0.257,0.403,7,-17.972,1,0.0604,0.0131,0.353,0.126,0.0399,148.854,spotify:track:7JfOID12YxfU9YImwbJqHL,https://api.spotify.com/v1/tracks/7JfOID12YxfU9YImwbJqHL,https://api.spotify.com/v1/audio-analysis/7JfOID12YxfU9YImwbJqHL,550633,4,N
La Vuelta,Gustavo A. Santaolalla,1jlKdNbOA90rjnt88GJnwO,0.748,0.538,0,-9.943,1,0.222,0.159,1.62e-06,0.167,0.779,124.974,spotify:track:1jlKdNbOA90rjnt88GJnwO,https://api.spotify.com/v1/tracks/1jlKdNbOA90rjnt88GJnwO,https://api.spotify.com/v1/audio-analysis/1jlKdNbOA90rjnt88GJnwO,234133,4,N
Wepons Of Mass Deception (Album),Widespread Bloodshed,2bGDfIrbFfuyVUHIbEKODe,0.836,0.411,10,-12.907,0,0.254,0.619,1.07e-05,0.143,0.682,94.004,spotify:track:2bGDfIrbFfuyVUHIbEKODe,https://api.spotify.com/v1/tracks/2bGDfIrbFfuyVUHIbEKODe,https://api.spotify.com/v1/audio-analysis/2bGDfIrbFfuyVUHIbEKODe,166960,4,N
Lizzie And The Rain Man,Billie Jo Spears,6tyQHqDUypUQRwE3NOEI13,0.386,0.635,4,-11.138,1,0.25,0.53,0.0,0.156,0.71,178.627,spotify:track:6tyQHqDUypUQRwE3NOEI13,https://api.spotify.com/v1/tracks/6tyQHqDUypUQRwE3NOEI13,https://api.spotify.com/v1/audio-analysis/6tyQHqDUypUQRwE3NOEI13,183800,4,N
Chicken Strips (THE DEMOS version),Smut Peddlers,2JdTBf9Yvrr4kdDQGI1xy1,0.881,0.374,2,-12.234,1,0.291,0.0271,0.622,0.157,0.564,90.994,spotify:track:2JdTBf9Yvrr4kdDQGI1xy1,https://api.spotify.com/v1/tracks/2JdTBf9Yvrr4kdDQGI1xy1,https://api.spotify.com/v1/audio-analysis/2JdTBf9Yvrr4kdDQGI1xy1,104148,4,N
Was Machst Du Mit Dem Knie_ Lieber Hans?,GA1/4nter Noris,2ckI0ZD0T4WB8OF4lC3kJo,0.753,0.55,4,-9.332,1,0.0396,0.098,0.0,0.102,0.903,144.027,spotify:track:2ckI0ZD0T4WB8OF4lC3kJo,https://api.spotify.com/v1/tracks/2ckI0ZD0T4WB8OF4lC3kJo,https://api.spotify.com/v1/audio-analysis/2ckI0ZD0T4WB8OF4lC3kJo,204640,4,N
Gief Konjunkturpaket VI,Afrob feat. Sarah,6YEZ4C2rCtfYDKLdTdoqSl,0.751,0.754,2,-5.552,1,0.302,0.223,0.0,0.238,0.513,90.02,spotify:track:6YEZ4C2rCtfYDKLdTdoqSl,https://api.spotify.com/v1/tracks/6YEZ4C2rCtfYDKLdTdoqSl,https://api.spotify.com/v1/audio-analysis/6YEZ4C2rCtfYDKLdTdoqSl,258507,4,N
The Real Rock,Shinehead,5glQ2KQjO3HZCh7TDyegvm,0.497,0.899,2,-3.995,1,0.0308,0.000143,5.62e-05,0.377,0.514,141.99,spotify:track:5glQ2KQjO3HZCh7TDyegvm,https://api.spotify.com/v1/tracks/5glQ2KQjO3HZCh7TDyegvm,https://api.spotify.com/v1/audio-analysis/5glQ2KQjO3HZCh7TDyegvm,218991,3,N
